Sex,Single Year of Age,VALUE
Male,92 years,42
Male,92 years,50
Male,92 years,41
Male,92 years,25
Male,92 years,17
Male,92 years,7
Male,92 years,34
Male,92 years,41
Male,92 years,25
Male,92 years,29
Male,92 years,45
Male,92 years,33
Male,92 years,28
Male,92 years,60
Male,92 years,93
Male,92 years,40
Male,92 years,47
Male,92 years,68
Male,92 years,33
Male,92 years,19
Male,92 years,59
Male,92 years,12
Male,92 years,44
Male,92 years,22
Male,92 years,16
Male,92 years,15
Male,92 years,54
Male,92 years,22
Male,93 years,937
Male,93 years,4
Male,93 years,125
Male,93 years,68
Male,93 years,38
Male,93 years,31
Male,93 years,33
Male,93 years,21
Male,93 years,17
Male,93 years,6
Male,93 years,25
Male,93 years,34
Male,93 years,9
Male,93 years,16
Male,93 years,34
Male,93 years,20
Male,93 years,20
Male,93 years,38
Male,93 years,64
Male,93 years,35
Male,93 years,34
Male,93 years,45
Male,93 years,25
Male,93 years,10
Male,93 years,38
Male,93 years,10
Male,93 years,29
Male,93 years,20
Male,93 years,16
Male,93 years,15
Male,93 years,41
Male,93 years,16
Male,94 years,718
Male,94 years,6
Male,94 years,98
Male,94 years,65
Male,94 years,24
Male,94 years,28
Male,94 years,25
Male,94 years,19
Male,94 years,8
Male,94 years,7
Male,94 years,11
Male,94 years,20
Male,94 years,20
Male,94 years,11
Male,94 years,22
Male,94 years,23
Male,94 years,14
Male,94 years,17
Male,94 years,43
Male,94 years,22
Male,94 years,24
Male,94 years,28
Male,94 years,17
Male,94 years,9
Male,94 years,39
Male,94 years,8
Male,94 years,28
Male,94 years,23
Male,94 years,12
Male,94 years,12
Male,94 years,26
Male,94 years,9
Male,95 years,482
Male,95 years,2
Male,95 years,71
Male,95 years,40
Male,95 years,14
Male,95 years,23
Male,95 years,14
Male,95 years,8
Male,95 years,5
Male,95 years,1
Male,95 years,11
Male,95 years,19
Male,95 years,8
Male,95 years,12
Male,95 years,15
Male,95 years,15
Male,95 years,13
Male,95 years,19
Male,95 years,37
Male,95 years,10
Male,95 years,18
Male,95 years,21
Male,95 years,4
Male,95 years,4
Male,95 years,29
Male,95 years,7
Male,95 years,12
Male,95 years,8
Male,95 years,5
Male,95 years,8
Male,95 years,28
Male,95 years,1
Male,96 years,327
Male,96 years,3
Male,96 years,58
Male,96 years,34
Male,96 years,16
Male,96 years,7
Male,96 years,8
Male,96 years,9
Male,96 years,1
Male,96 years,3
Male,96 years,5
Male,96 years,9
Male,96 years,8
Male,96 years,7
Male,96 years,9
Male,96 years,12
Male,96 years,12
Male,96 years,11
Male,96 years,18
Male,96 years,9
Male,96 years,14
Male,96 years,7
Male,96 years,7
Male,96 years,3
Male,96 years,7
Male,96 years,0
Male,96 years,10
Male,96 years,9
Male,96 years,7
Male,96 years,7
Male,96 years,14
Male,96 years,3
Male,97 years,217
Male,97 years,2
Male,97 years,28
Male,97 years,14
Male,97 years,11
Male,97 years,9
Male,97 years,7
Male,97 years,5
Male,97 years,2
Male,97 years,2
Male,97 years,5
Male,97 years,6
Male,97 years,3
Male,97 years,5
Male,97 years,6
Male,97 years,4
Male,97 years,11
Male,97 years,11
Male,97 years,16
Male,97 years,13
Male,97 years,9
Male,97 years,6
Male,97 years,5
Male,97 years,2
Male,97 years,8
Male,97 years,3
Male,97 years,10
Male,97 years,1
Male,97 years,4
Male,97 years,3
Male,97 years,6
Male,97 years,0
Male,98 years,130
Male,98 years,2
Male,98 years,24
Male,98 years,10
Male,98 years,3
Male,98 years,4
Male,98 years,3
Male,98 years,2
Male,98 years,4
Male,98 years,0
Male,98 years,3
Male,98 years,3
Male,98 years,1
Male,98 years,3
Male,98 years,4
Male,98 years,4
Male,98 years,3
Male,98 years,3
Male,98 years,7
Male,98 years,4
Male,98 years,9
Male,98 years,5
Male,98 years,4
Male,98 years,1
Male,98 years,5
Male,98 years,1
Male,98 years,9
Male,98 years,1
Male,98 years,1
Male,98 years,1
Male,98 years,4
Male,98 years,2
Male,99 years,105
Male,99 years,1
Male,99 years,15
Male,99 years,6
Male,99 years,2
Male,99 years,7
Male,99 years,1
Male,99 years,4
Male,99 years,0
Male,99 years,1
Male,99 years,1
Male,99 years,3
Male,99 years,0
Male,99 years,3
Male,99 years,6
Male,99 years,1
Male,99 years,3
Male,99 years,4
Male,99 years,8
Male,99 years,3
Male,99 years,6
Male,99 years,5
Male,99 years,4
Male,99 years,3
Male,99 years,6
Male,99 years,0
Male,99 years,2
Male,99 years,3
Male,99 years,2
Male,99 years,0
Male,99 years,5
Male,99 years,0
Male,100 years and over,154
Male,100 years and over,0
Male,100 years and over,20
Male,100 years and over,13
Male,100 years and over,4
Male,100 years and over,7
Male,100 years and over,6
Male,100 years and over,6
Male,100 years and over,0
Male,100 years and over,1
Male,100 years and over,5
Male,100 years and over,4
Male,100 years and over,1
Male,100 years and over,3
Male,100 years and over,2
Male,100 years and over,3
Male,100 years and over,3
Male,100 years and over,6
Male,100 years and over,11
Male,100 years and over,2
Male,100 years and over,7
Male,100 years and over,4
Male,100 years and over,4
Male,100 years and over,3
Male,100 years and over,16
Male,100 years and over,0
Male,100 years and over,6
Male,100 years and over,5
Male,100 years and over,3
Male,100 years and over,6
Male,100 years and over,2
Male,100 years and over,1
Female,Under 1 year,28186
Female,Under 1 year,353
Female,Under 1 year,3025
Female,Under 1 year,1188
Female,Under 1 year,1950
Female,Under 1 year,1689
Female,Under 1 year,1455
Female,Under 1 year,553
Female,Under 1 year,545
Female,Under 1 year,270
Female,Under 1 year,848
Female,Under 1 year,1368
Female,Under 1 year,454
Female,Under 1 year,535
Female,Under 1 year,882
Female,Under 1 year,800
Female,Under 1 year,691
Female,Under 1 year,1124
Female,Under 1 year,2055
Female,Under 1 year,843
Female,Under 1 year,1049
Female,Under 1 year,915
Female,Under 1 year,662
Female,Under 1 year,387
Female,Under 1 year,1073
Female,Under 1 year,204
Female,Under 1 year,730
Female,Under 1 year,366
Female,Under 1 year,367
Female,Under 1 year,501
Female,Under 1 year,881
Female,Under 1 year,423
Female,1 year,27545
Female,1 year,302
Female,1 year,2762
Female,1 year,1192
Female,1 year,1907
Female,1 year,1751
Female,1 year,1452
Female,1 year,545
Female,1 year,491
Female,1 year,238
Female,1 year,722
Female,1 year,1235
Female,1 year,446
Female,1 year,602
Female,1 year,878
Female,1 year,820
Female,1 year,704
Female,1 year,1136
Female,1 year,2045
Female,1 year,739
Female,1 year,1087
Female,1 year,872
Female,1 year,602
Female,1 year,395
Female,1 year,1082
Female,1 year,202
Female,1 year,790
Female,1 year,384
Female,1 year,383
Female,1 year,477
Female,1 year,918
Female,1 year,386
Female,2 years,28974
Female,2 years,334
Female,2 years,2795
Female,2 years,1238
Female,2 years,2112
Female,2 years,1867
Female,2 years,1559
Female,2 years,559
Female,2 years,564
Female,2 years,243
Female,2 years,793
Female,2 years,1388
Female,2 years,456
Female,2 years,532
Female,2 years,921
Female,2 years,890
Female,2 years,744
Female,2 years,1162
Female,2 years,2106
Female,2 years,803
Female,2 years,1130
Female,2 years,879
Female,2 years,665
Female,2 years,386
Female,2 years,1161
Female,2 years,229
Female,2 years,731
Female,2 years,428
Female,2 years,360
Female,2 years,520
Female,2 years,983
Female,2 years,436
Female,3 years,29483
Female,3 years,378
Female,3 years,2705
Female,3 years,1309
Female,3 years,2161
Female,3 years,1859
Female,3 years,1509
Female,3 years,597
Female,3 years,571
Female,3 years,300
Female,3 years,787
Female,3 years,1389
Female,3 years,478
Female,3 years,558
Female,3 years,903
Female,3 years,886
Female,3 years,745
Female,3 years,1106
Female,3 years,2177
Female,3 years,847
Female,3 years,1159
Female,3 years,1019
Female,3 years,721
Female,3 years,389
Female,3 years,1191
Female,3 years,192
Female,3 years,743
Female,3 years,418
Female,3 years,405
Female,3 years,525
Female,3 years,1044
Female,3 years,412
Female,4 years,29819
Female,4 years,369
Female,4 years,2755
Female,4 years,1278
Female,4 years,2147
Female,4 years,1868
Female,4 years,1563
Female,4 years,618
Female,4 years,577
Female,4 years,283
Female,4 years,814
Female,4 years,1448
Female,4 years,488
Female,4 years,609
Female,4 years,921
Female,4 years,887
Female,4 years,766
Female,4 years,1101
Female,4 years,2262
Female,4 years,844
Female,4 years,1227
Female,4 years,998
Female,4 years,634
Female,4 years,418
Female,4 years,1189
Female,4 years,227
Female,4 years,751
Female,4 years,406
Female,4 years,408
Female,4 years,492
Female,4 years,1047
Female,4 years,424
Female,5 years,31342
Female,5 years,365
Female,5 years,2782
Female,5 years,1426
Female,5 years,2252
Female,5 years,1946
Female,5 years,1604
Female,5 years,644
Female,5 years,607
Female,5 years,299
Female,5 years,896
Female,5 years,1520
Female,5 years,530
Female,5 years,617
Female,5 years,1000
Female,5 years,1013
Female,5 years,799
Female,5 years,1186
Female,5 years,2347
Female,5 years,935
Female,5 years,1190
Female,5 years,987
Female,5 years,728
Female,5 years,412
Female,5 years,1286
Female,5 years,218
Female,5 years,832
Female,5 years,442
Female,5 years,392
Female,5 years,544
Female,5 years,1095
Female,5 years,448
Female,6 years,32622
Female,6 years,367
Female,6 years,2879
Female,6 years,1394
Female,6 years,2361
Female,6 years,2057
Female,6 years,1722
Female,6 years,669
Female,6 years,630
Female,6 years,287
Female,6 years,935
Female,6 years,1628
Female,6 years,522
Female,6 years,668
Female,6 years,1058
Female,6 years,1026
Female,6 years,789
Female,6 years,1228
Female,6 years,2434
Female,6 years,903
Female,6 years,1317
Female,6 years,1079
Female,6 years,780
Female,6 years,406
Female,6 years,1361
Female,6 years,236
Female,6 years,847
Female,6 years,473
Female,6 years,401
Female,6 years,591
Female,6 years,1061
Female,6 years,513
Female,7 years,33572
Female,7 years,455
Female,7 years,2891
Female,7 years,1469
Female,7 years,2476
Female,7 years,2092
Female,7 years,1776
Female,7 years,756
Female,7 years,696
Female,7 years,345
Female,7 years,936
Female,7 years,1665
Female,7 years,618
Female,7 years,677
Female,7 years,1069
Female,7 years,1045
Female,7 years,805
Female,7 years,1195
Female,7 years,2605
Female,7 years,946
Female,7 years,1271
Female,7 years,1088
Female,7 years,841
Female,7 years,433
Female,7 years,1291
Female,7 years,239
Female,7 years,874
Female,7 years,504
Female,7 years,426
Female,7 years,555
Female,7 years,1075
Female,7 years,458
Female,8 years,34437
Female,8 years,404
Female,8 years,2991
Female,8 years,1468
Female,8 years,2608
Female,8 years,2183
Female,8 years,1773
Female,8 years,702
Female,8 years,723
Female,8 years,313
Female,8 years,1011
Female,8 years,1712
Female,8 years,578
Female,8 years,712
Female,8 years,1104
Female,8 years,1105
Female,8 years,801
Female,8 years,1246
Female,8 years,2625
Female,8 years,919
Female,8 years,1362
Female,8 years,1156
Female,8 years,820
Female,8 years,480
Female,8 years,1408
Female,8 years,255
Female,8 years,861
Female,8 years,470
Female,8 years,461
Female,8 years,615
Female,8 years,1095
Female,8 years,476
Female,9 years,35227
Female,9 years,435
Female,9 years,2930
Female,9 years,1550
Female,9 years,2625
Female,9 years,2224
Female,9 years,1893
Female,9 years,773
Female,9 years,655
Female,9 years,356
Female,9 years,1061
Female,9 years,1832
Female,9 years,600
Female,9 years,706
Female,9 years,1119
Female,9 years,1161
Female,9 years,873
Female,9 years,1271
Female,9 years,2699
Female,9 years,1000
Female,9 years,1363
Female,9 years,1140
Female,9 years,826
Female,9 years,465
Female,9 years,1345
Female,9 years,258
Female,9 years,908
Female,9 years,483
Female,9 years,448
Female,9 years,602
Female,9 years,1169
Female,9 years,457
Female,10 years,36066
Female,10 years,446
Female,10 years,3027
Female,10 years,1449
Female,10 years,2736
Female,10 years,2270
Female,10 years,1890
Female,10 years,771
Female,10 years,769
Female,10 years,361
Female,10 years,1029
Female,10 years,1800
Female,10 years,650
Female,10 years,690
Female,10 years,1107
Female,10 years,1139
Female,10 years,960
Female,10 years,1285
Female,10 years,2831
Female,10 years,1023
Female,10 years,1392
Female,10 years,1185
Female,10 years,871
Female,10 years,438
Female,10 years,1418
Female,10 years,257
Female,10 years,939
Female,10 years,484
Female,10 years,465
Female,10 years,661
Female,10 years,1233
Female,10 years,490
Female,11 years,36863
Female,11 years,450
Female,11 years,3003
Female,11 years,1484
Female,11 years,2660
Female,11 years,2350
Female,11 years,1954
Female,11 years,809
Female,11 years,729
Female,11 years,343
Female,11 years,1066
Female,11 years,1920
Female,11 years,608
Female,11 years,714
Female,11 years,1190
Female,11 years,1292
Female,11 years,913
Female,11 years,1302
Female,11 years,2873
Female,11 years,1074
Female,11 years,1487
Female,11 years,1163
Female,11 years,943
Female,11 years,480
Female,11 years,1487
Female,11 years,265
Female,11 years,960
Female,11 years,505
Female,11 years,459
Female,11 years,624
Female,11 years,1254
Female,11 years,502
Female,12 years,37297
Female,12 years,467
Female,12 years,3048
Female,12 years,1430
Female,12 years,2779
Female,12 years,2396
Female,12 years,1984
Female,12 years,775
Female,12 years,807
Female,12 years,350
Female,12 years,1113
Female,12 years,1912
Female,12 years,619
Female,12 years,714
Female,12 years,1228
Female,12 years,1264
Female,12 years,999
Female,12 years,1334
Female,12 years,2829
Female,12 years,1090
Female,12 years,1362
Female,12 years,1225
Female,12 years,949
Female,12 years,438
Female,12 years,1413
Female,12 years,276
Female,12 years,962
Female,12 years,539
Female,12 years,506
Female,12 years,672
Female,12 years,1292
Female,12 years,525
Female,13 years,36782
Female,13 years,459
Female,13 years,2975
Female,13 years,1432
Female,13 years,2655
Female,13 years,2304
Female,13 years,1909
Female,13 years,769
Female,13 years,745
Female,13 years,378
Female,13 years,1113
Female,13 years,1888
Female,13 years,662
Female,13 years,683
Female,13 years,1283
Female,13 years,1153
Female,13 years,914
Female,13 years,1302
Female,13 years,2897
Female,13 years,1087
Female,13 years,1435
Female,13 years,1246
Female,13 years,985
Female,13 years,468
Female,13 years,1471
Female,13 years,238
Female,13 years,919
Female,13 years,488
Female,13 years,503
Female,13 years,634
Female,13 years,1255
Female,13 years,532
Female,14 years,36080
Female,14 years,465
Female,14 years,2942
Female,14 years,1464
Female,14 years,2584
Female,14 years,2222
Female,14 years,1907
Female,14 years,692
Female,14 years,763
Female,14 years,352
Female,14 years,1072
Female,14 years,1853
Female,14 years,589
Female,14 years,689
Female,14 years,1200
Female,14 years,1238
Female,14 years,894
Female,14 years,1270
Female,14 years,2779
Female,14 years,1098
Female,14 years,1445
Female,14 years,1259
Female,14 years,896
Female,14 years,425
Female,14 years,1506
Female,14 years,230
Female,14 years,942
Female,14 years,473
Female,14 years,467
Female,14 years,621
Female,14 years,1281
Female,14 years,462
Female,15 years,34492
Female,15 years,411
Female,15 years,2729
Female,15 years,1383
Female,15 years,2420
Female,15 years,2126
Female,15 years,1817
Female,15 years,760
Female,15 years,727
Female,15 years,358
Female,15 years,1030
Female,15 years,1729
Female,15 years,597
Female,15 years,659
Female,15 years,1170
Female,15 years,1125
Female,15 years,907
Female,15 years,1228
Female,15 years,2629
Female,15 years,1036
Female,15 years,1335
Female,15 years,1178
Female,15 years,872
Female,15 years,433
Female,15 years,1394
Female,15 years,263
Female,15 years,911
Female,15 years,491
Female,15 years,442
Female,15 years,643
Female,15 years,1202
Female,15 years,487
Female,16 years,33168
Female,16 years,442
Female,16 years,2658
Female,16 years,1352
Female,16 years,2238
Female,16 years,1978
Female,16 years,1713
Female,16 years,673
Female,16 years,633
Female,16 years,327
Female,16 years,1019
Female,16 years,1570
Female,16 years,566
Female,16 years,635
Female,16 years,1108
Female,16 years,1054
Female,16 years,947
Female,16 years,1202
Female,16 years,2562
Female,16 years,1019
Female,16 years,1291
Female,16 years,1152
Female,16 years,866
Female,16 years,443
Female,16 years,1444
Female,16 years,229
Female,16 years,933
Female,16 years,511
Female,16 years,455
Female,16 years,550
Female,16 years,1149
Female,16 years,449
Female,17 years,33045
Female,17 years,414
Female,17 years,2734
Female,17 years,1398
Female,17 years,2195
Female,17 years,2034
Female,17 years,1734
Female,17 years,739
Female,17 years,718
Female,17 years,314
Female,17 years,1009
Female,17 years,1582
Female,17 years,524
Female,17 years,643
Female,17 years,1062
Female,17 years,1064
Female,17 years,890
Female,17 years,1222
Female,17 years,2431
Female,17 years,1046
Female,17 years,1224
Female,17 years,1216
Female,17 years,862
Female,17 years,416
Female,17 years,1329
Female,17 years,226
Female,17 years,885
Female,17 years,482
Female,17 years,452
Female,17 years,590
Female,17 years,1130
Female,17 years,480
Female,18 years,32852
Female,18 years,466
Female,18 years,3291
Female,18 years,1511
Female,18 years,2252
Female,18 years,1949
Female,18 years,1708
Female,18 years,699
Female,18 years,634
Female,18 years,272
Female,18 years,953
Female,18 years,1496
Female,18 years,584
Female,18 years,623
Female,18 years,1084
Female,18 years,1015
Female,18 years,830
Female,18 years,1288
Female,18 years,2343
Female,18 years,943
Female,18 years,1305
Female,18 years,1046
Female,18 years,817
Female,18 years,521
Female,18 years,1214
Female,18 years,220
Female,18 years,876
Female,18 years,412
Female,18 years,462
Female,18 years,533
Female,18 years,1110
Female,18 years,395
Female,19 years,31729
Female,19 years,381
Female,19 years,3676
Female,19 years,1659
Female,19 years,2191
Female,19 years,1911
Female,19 years,1746
Female,19 years,563
Female,19 years,537
Female,19 years,276
Female,19 years,876
Female,19 years,1385
Female,19 years,473
Female,19 years,532
Female,19 years,872
Female,19 years,900
Female,19 years,821
Female,19 years,1731
Female,19 years,1971
Female,19 years,798
Female,19 years,1422
Female,19 years,846
Female,19 years,767
Female,19 years,1006
Female,19 years,1039
Female,19 years,167
Female,19 years,684
Female,19 years,355
Female,19 years,503
Female,19 years,436
Female,19 years,883
Female,19 years,322
Female,20 years,31624
Female,20 years,366
Female,20 years,4326
Female,20 years,1742
Female,20 years,2073
Female,20 years,1796
Female,20 years,1589
Female,20 years,529
Female,20 years,510
Female,20 years,246
Female,20 years,880
Female,20 years,1276
Female,20 years,487
Female,20 years,543
Female,20 years,832
Female,20 years,808
Female,20 years,739
Female,20 years,1889
Female,20 years,1783
Female,20 years,823
Female,20 years,1504
Female,20 years,853
Female,20 years,770
Female,20 years,1142
Female,20 years,974
Female,20 years,159
Female,20 years,658
Female,20 years,321
Female,20 years,450
Female,20 years,388
Female,20 years,864
Female,20 years,304
Female,21 years,29890
Female,21 years,381
Female,21 years,4237
Female,21 years,1605
Female,21 years,1833
Female,21 years,1783
Female,21 years,1463
Female,21 years,471
Female,21 years,491
Female,21 years,233
Female,21 years,814
Female,21 years,1216
Female,21 years,416
Female,21 years,525
Female,21 years,781
Female,21 years,744
Female,21 years,697
Female,21 years,1851
Female,21 years,1700
Female,21 years,762
Female,21 years,1314
Female,21 years,816
Female,21 years,709
Female,21 years,1161
Female,21 years,840
Female,21 years,131
Female,21 years,634
Female,21 years,345
Female,21 years,409
Female,21 years,390
Female,21 years,821
Female,21 years,317
Female,22 years,30768
Female,22 years,361
Female,22 years,4719
Female,22 years,1635
Female,22 years,1844
Female,22 years,1851
Female,22 years,1380
Female,22 years,438
Female,22 years,477
Female,22 years,257
Female,22 years,866
Female,22 years,1116
Female,22 years,413
Female,22 years,568
Female,22 years,888
Female,22 years,789
Female,22 years,728
Female,22 years,1835
Female,22 years,1720
Female,22 years,766
Female,22 years,1473
Female,22 years,873
Female,22 years,720
Female,22 years,1069
Female,22 years,848
Female,22 years,152
Female,22 years,670
Female,22 years,318
Female,22 years,404
Female,22 years,414
Female,22 years,861
Female,22 years,315
Female,23 years,30051
Female,23 years,344
Female,23 years,5142
Female,23 years,1681
Female,23 years,1807
Female,23 years,1884
Female,23 years,1391
Female,23 years,471
Female,23 years,458
Female,23 years,232
Female,23 years,767
Female,23 years,1063
Female,23 years,441
Female,23 years,468
Female,23 years,868
Female,23 years,724
Female,23 years,649
Female,23 years,1779
Female,23 years,1603
Female,23 years,763
Female,23 years,1246
Female,23 years,830
Female,23 years,722
Female,23 years,927
Female,23 years,819
Female,23 years,152
Female,23 years,623
Female,23 years,307
Female,23 years,387
Female,23 years,439
Female,23 years,762
Female,23 years,302
Female,24 years,29364
Female,24 years,329
Female,24 years,5455
Female,24 years,1661
Female,24 years,1774
Female,24 years,1795
Female,24 years,1335
Female,24 years,510
Female,24 years,434
Female,24 years,207
Female,24 years,732
Female,24 years,1083
Female,24 years,450
Female,24 years,510
Female,24 years,758
Female,24 years,683
Female,24 years,606
Female,24 years,1730
Female,24 years,1559
Female,24 years,732
Female,24 years,1190
Female,24 years,867
Female,24 years,638
Female,24 years,872
Female,24 years,752
Female,24 years,125
Female,24 years,515
Female,24 years,276
Female,24 years,364
Female,24 years,398
Female,24 years,736
Female,24 years,288
Female,25 years,29294
Female,25 years,295
Female,25 years,5667
Female,25 years,1578
Female,25 years,1796
Female,25 years,1873
Female,25 years,1307
Female,25 years,463
Female,25 years,414
Female,25 years,231
Female,25 years,665
Female,25 years,969
Female,25 years,430
Female,25 years,524
Female,25 years,744
Female,25 years,658
Female,25 years,631
Female,25 years,1733
Female,25 years,1502
Female,25 years,725
Female,25 years,1280
Female,25 years,778
Female,25 years,613
Female,25 years,863
Female,25 years,818
Female,25 years,144
Female,25 years,538
Female,25 years,300
Female,25 years,351
Female,25 years,403
Female,25 years,719
Female,25 years,282
Female,26 years,28864
Female,26 years,333
Female,26 years,5932
Female,26 years,1528
Female,26 years,1740
Female,26 years,1681
Female,26 years,1208
Female,26 years,494
Female,26 years,433
Female,26 years,237
Female,26 years,663
Female,26 years,999
Female,26 years,381
Female,26 years,511
Female,26 years,777
Female,26 years,713
Female,26 years,593
Female,26 years,1633
Female,26 years,1562
Female,26 years,657
Female,26 years,1293
Female,26 years,762
Female,26 years,623
Female,26 years,751
Female,26 years,707
Female,26 years,126
Female,26 years,549
Female,26 years,264
Female,26 years,313
Female,26 years,375
Female,26 years,735
Female,26 years,291
Female,27 years,29528
Female,27 years,309
Female,27 years,5976
Female,27 years,1518
Female,27 years,1832
Female,27 years,1793
Female,27 years,1291
Female,27 years,502
Female,27 years,415
Female,27 years,232
Female,27 years,765
Female,27 years,1045
Female,27 years,405
Female,27 years,524
Female,27 years,839
Female,27 years,718
Female,27 years,587
Female,27 years,1759
Female,27 years,1519
Female,27 years,698
Female,27 years,1238
Female,27 years,772
Female,27 years,665
Female,27 years,705
Female,27 years,733
Female,27 years,138
Female,27 years,559
Female,27 years,293
Female,27 years,294
Female,27 years,370
Female,27 years,747
Female,27 years,287
Female,28 years,29788
Female,28 years,329
Female,28 years,6089
Female,28 years,1457
Female,28 years,1825
Female,28 years,1805
Female,28 years,1332
Female,28 years,536
Female,28 years,430
Female,28 years,218
Female,28 years,759
Female,28 years,1075
Female,28 years,425
Female,28 years,501
Female,28 years,797
Female,28 years,736
Female,28 years,607
Female,28 years,1749
Female,28 years,1552
Female,28 years,679
Female,28 years,1220
Female,28 years,767
Female,28 years,655
Female,28 years,754
Female,28 years,770
Female,28 years,148
Female,28 years,582
Female,28 years,283
Female,28 years,305
Female,28 years,363
Female,28 years,761
Female,28 years,279
Female,29 years,30936
Female,29 years,360
Female,29 years,6030
Female,29 years,1466
Female,29 years,1973
Female,29 years,1850
Female,29 years,1386
Female,29 years,559
Female,29 years,453
Female,29 years,256
Female,29 years,797
Female,29 years,1078
Female,29 years,431
Female,29 years,540
Female,29 years,869
Female,29 years,803
Female,29 years,583
Female,29 years,1750
Female,29 years,1639
Female,29 years,737
Female,29 years,1260
Female,29 years,797
Female,29 years,698
Female,29 years,731
Female,29 years,865
Female,29 years,145
Female,29 years,658
Female,29 years,315
Female,29 years,380
Female,29 years,401
Female,29 years,782
Female,29 years,344
Female,30 years,32841
Female,30 years,338
Female,30 years,6178
Female,30 years,1601
Female,30 years,2088
Female,30 years,2002
Female,30 years,1488
Female,30 years,552
Female,30 years,517
Female,30 years,287
Female,30 years,801
Female,30 years,1256
Female,30 years,493
Female,30 years,575
Female,30 years,940
Female,30 years,837
Female,30 years,627
Female,30 years,1734
Female,30 years,1873
Female,30 years,799
Female,30 years,1265
Female,30 years,917
Female,30 years,715
Female,30 years,725
Female,30 years,990
Female,30 years,172
Female,30 years,696
Female,30 years,360
Female,30 years,334
Female,30 years,425
Female,30 years,906
Female,30 years,350
Female,31 years,33710
Female,31 years,390
Female,31 years,6079
Female,31 years,1555
Female,31 years,2180
Female,31 years,2065
Female,31 years,1594
Female,31 years,614
Female,31 years,512
Female,31 years,252
Female,31 years,880
Female,31 years,1331
Female,31 years,482
Female,31 years,590
Female,31 years,914
Female,31 years,890
Female,31 years,708
Female,31 years,1814
Female,31 years,1970
Female,31 years,813
Female,31 years,1317
Female,31 years,908
Female,31 years,749
Female,31 years,705
Female,31 years,972
Female,31 years,211
Female,31 years,737
Female,31 years,385
Female,31 years,361
Female,31 years,457
Female,31 years,892
Female,31 years,383
Female,32 years,34382
Female,32 years,384
Female,32 years,5964
Female,32 years,1649
Female,32 years,2240
Female,32 years,2161
Female,32 years,1551
Female,32 years,572
Female,32 years,530
Female,32 years,271
Female,32 years,873
Female,32 years,1427
Female,32 years,476
Female,32 years,633
Female,32 years,976
Female,32 years,875
Female,32 years,688
Female,32 years,1837
Female,32 years,2050
Female,32 years,843
Female,32 years,1356
Female,32 years,947
Female,32 years,779
Female,32 years,699
Female,32 years,1047
Female,32 years,217
Female,32 years,763
Female,32 years,355
Female,32 years,381
Female,32 years,530
Female,32 years,936
Female,32 years,372
Female,33 years,34489
Female,33 years,384
Female,33 years,5700
Female,33 years,1581
Female,33 years,2439
Female,33 years,2184
Female,33 years,1665
Female,33 years,568
Female,33 years,583
Female,33 years,288
Female,33 years,922
Female,33 years,1402
Female,33 years,490
Female,33 years,607
Female,33 years,1009
Female,33 years,943
Female,33 years,695
Female,33 years,1705
Female,33 years,2023
Female,33 years,919
Female,33 years,1313
Female,33 years,945
Female,33 years,776
Female,33 years,628
Female,33 years,1100
Female,33 years,206
Female,33 years,758
Female,33 years,373
Female,33 years,432
Female,33 years,489
Female,33 years,961
Female,33 years,401
Female,34 years,36284
Female,34 years,414
Female,34 years,5545
Female,34 years,1556
Female,34 years,2599
Female,34 years,2330
Female,34 years,1780
Female,34 years,636
Female,34 years,631
Female,34 years,337
Female,34 years,941
Female,34 years,1556
Female,34 years,532
Female,34 years,663
Female,34 years,1058
Female,34 years,981
Female,34 years,741
Female,34 years,1774
Female,34 years,2216
Female,34 years,907
Female,34 years,1424
Female,34 years,1024
Female,34 years,846
Female,34 years,721
Female,34 years,1177
Female,34 years,217
Female,34 years,856
Female,34 years,399
Female,34 years,416
Female,34 years,513
Female,34 years,1077
Female,34 years,417
Female,35 years,37940
Female,35 years,446
Female,35 years,5444
Female,35 years,1548
Female,35 years,2691
Female,35 years,2409
Female,35 years,1864
Female,35 years,741
Female,35 years,698
Female,35 years,317
Female,35 years,1044
Female,35 years,1652
Female,35 years,528
Female,35 years,731
Female,35 years,1152
Female,35 years,1060
Female,35 years,787
Female,35 years,1780
Female,35 years,2430
Female,35 years,1002
Female,35 years,1468
Female,35 years,1175
Female,35 years,938
Female,35 years,667
Female,35 years,1292
Female,35 years,227
Female,35 years,871
Female,35 years,476
Female,35 years,441
Female,35 years,560
Female,35 years,1057
Female,35 years,444
Female,36 years,39030
Female,36 years,438
Female,36 years,5218
Female,36 years,1677
Female,36 years,2843
Female,36 years,2539
Female,36 years,2015
Female,36 years,717
Female,36 years,717
Female,36 years,347
Female,36 years,1034
Female,36 years,1723
Female,36 years,581
Female,36 years,780
Female,36 years,1122
Female,36 years,1153
Female,36 years,828
Female,36 years,1760
Female,36 years,2584
Female,36 years,1032
Female,36 years,1593
Female,36 years,1135
Female,36 years,905
Female,36 years,707
Female,36 years,1301
Female,36 years,240
Female,36 years,909
Female,36 years,459
Female,36 years,491
Female,36 years,602
Female,36 years,1107
Female,36 years,473
Female,37 years,39193
Female,37 years,457
Female,37 years,4902
Female,37 years,1694
Female,37 years,2808
Female,37 years,2541
Female,37 years,2009
Female,37 years,708
Female,37 years,737
Female,37 years,345
Female,37 years,1044
Female,37 years,1731
